GROUP,SUB GROUP,PROD ID,SUPPLIER,Supplier name,REFFERENCE,BARCODE,potato,BRAND,PACK ID,UMUNIT,PACKING,PRICE LEV,RETAIL,TAX,TAX RETAIL
FOOD                          ,CHOCOLATES                    ,0100025495,310287    ,JAWAD COLD STORE,1531.0009           ,3535800551607       ,LOC MARIA ROLLED WAF          ,NONE                                    ,PCS,1,75G         ,1 ,1.125,VAT 5%                                            ,1.180
FOOD                          ,CHOCOLATES                    ,0100025670,310287    ,JAWAD COLD STORE,0900.0107           ,80975403            ,TIC TAC SUMMER FESTI          ,                                        ,PCS,1,16G         ,1 ,0.15,VAT 5%                                            ,0.160
FOOD                          ,CHOCOLATES                    ,0100027009,310287    ,JAWAD COLD STORE,1677.0020           ,80807131            ,MENTOS SQUEEZ STRAWB,MENTOS                                  ,PCS,1,28'S        ,1 ,1.05,VAT 5%                                            ,1.105
FOOD                          ,CHOCOLATES                    ,0100027011,310287    ,JAWAD COLD STORE,1677.0004           ,8935001706588       ,MENTOS GUM BOTTLE SW,MENTOS                                  ,PCS,1,38'S        ,1 ,0.725,VAT 5%                                            ,0.760
FOOD                          ,CHOCOLATES                    ,0100027015,310287    ,JAWAD COLD STORE,1677.0023           ,80789222            ,MENTOS 3D FRUITY W.M          ,MENTOS                                  ,PCS,1,14'S        ,1 ,0.475,VAT 5%                                            ,0.500
FOOD                          ,CHOCOLATES                    ,0100027021,310287    ,JAWAD COLD STORE,2009.0057           ,8990800015255       ,MENTOS FRUIT  11 S            ,MENTOS                                  ,PCS,1,11'S        ,1 ,0.1,VAT 5%                                            ,0.105
FOOD                          ,CHOCOLATES                    ,0100027025,310287    ,JAWAD COLD STORE,2009.0059           ,8990800015347       ,MENTOS RAINBOW  11 S          ,MENTOS                                  ,PCS,1,11'S        ,1 ,0.1,VAT 5%                                            ,0.105
FOOD                          ,CHOCOLATES                    ,0100027325,310287    ,JAWAD COLD STORE,2009.0068           ,87108415            ,FRUITELLA  ORANGE 36          ,NONE                                    ,PCS,1,36G         ,1 ,0.15,VAT 5%                                            ,0.160
FOOD                          ,CHOCOLATES                    ,0100027326,310287    ,JAWAD COLD STORE,2009-0069           ,87108422            ,FRUITELLA  BLACKCURR          ,NONE                                    ,PCS,1,36G         ,1 ,0.15,VAT 5%                                            ,0.160
FOOD                          ,CHOCOLATES                    ,0100027327,310287    ,JAWAD COLD STORE,2009.0071           ,8990800011332       ,ALPENLIBAE CARAMEL C          ,NONE                                    ,PCS,1,105G        ,1 ,0.375,VAT 5%                                            ,0.395
FOOD                          ,CHOCOLATES                    ,0100027410,310287    ,JAWAD COLD STORE,1677.0028           ,8935001722533       ,WHITE GUM BIG BOTTLE          ,NONE                                    ,PCS,1,72PIECES    ,1 ,1.25,VAT 5%                                            ,1.315
FOOD                          ,CHOCOLATES                    ,0100027579,310287    ,JAWAD COLD STORE,0140.1112           ,6281033220908       ,AMERICANA BROWNIE CH          ,AMERICANA                               ,PCS,1,285 GM      ,1 ,1.5,VAT 5%                                            ,1.575
FOOD                          ,CHOCOLATES                    ,0100027583,310287    ,JAWAD COLD STORE,1120.0065           ,5410976585916       ,GUYLIAN X MAS TREE B          ,NONE                                    ,PCS,1,108 GM      ,1 ,2.1,VAT 5%                                            ,2.205
FOOD                          ,CHOCOLATES                    ,0100027584,310287    ,JAWAD COLD STORE,1120.0066           ,5410976584018       ,GUYLIAN X MAS TREE B          ,NONE                                    ,PCS,1,150 GM      ,1 ,2.8,VAT 5%                                            ,2.940
FOOD                          ,CHOCOLATES                    ,0100027731,310287    ,JAWAD COLD STORE,0122.0001           ,041770000029        ,ALMOND ROCCA 200G             ,NONE                                    ,PCS,1,200 GM      ,1 ,2.9,VAT 5%                                            ,3.045
FOOD                          ,CHOCOLATES                    ,0100027733,310287    ,JAWAD COLD STORE,1192.0146           ,6942836706364       ,HERSHEYS KISSES CREA          ,                                        ,PCS,1,146 GM      ,1 ,1.5,VAT 5%                                            ,1.575
FOOD                          ,CHOCOLATES                    ,0100027734,310287    ,JAWAD COLD STORE,1192.0142           ,6942836706326       ,HERSHEYS KISSES CREA          ,NONE                                    ,PCS,1,146 GM      ,1 ,1.5,VAT 5%                                            ,1.575
FOOD                          ,CHOCOLATES                    ,0100027735,310287    ,JAWAD COLD STORE,1192.0269           ,034000722297        ,I B MINT SOUR STR/MI          ,NONE                                    ,PCS,1,42 GM       ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100027736,310287    ,JAWAD COLD STORE,1192.0268           ,034000722273        ,I B MINT SPEARMINT 4          ,NONE                                    ,PCS,1,42 GM       ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100027737,310287    ,JAWAD COLD STORE,1192.0270           ,034000722310        ,I B MINT SOUR WATERM          ,NONE                                    ,PCS,1,42 GM       ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100027738,310287    ,JAWAD COLD STORE,1192.0224           ,6942836702120       ,HERSHEYS PEARL DARK           ,NONE                                    ,PCS,1,50 GM       ,1 ,0.95,VAT 5%                                            ,1.000
FOOD                          ,CHOCOLATES                    ,0100027950,310287    ,JAWAD COLD STORE,2577.0046           ,7610046001669       ,KAGI MINI FRETL 165G          ,NONE                                    ,PCS,1,165G        ,1 ,1.2,VAT 5%                                            ,1.260
FOOD                          ,CHOCOLATES                    ,0100027951,310287    ,JAWAD COLD STORE,1192.0099           ,034000440115        ,REESE S PEANUT BUTTE          ,NONE                                    ,PCS,1,51G         ,1 ,0.4,VAT 5%                                            ,0.420
FOOD                          ,CHOCOLATES                    ,0100028027,310287    ,JAWAD COLD STORE,2009.0070           ,8710800972804       ,MILK CHEW STICKS              ,NONE                                    ,PCS,1,36GM        ,1 ,0.15,VAT 5%                                            ,0.160
FOOD                          ,CHOCOLATES                    ,0100028104,310287    ,JAWAD COLD STORE,2009.0081           ,8990800017167       ,MENTOS STRAWBERRY 4           ,NONE                                    ,PCS,1,4 ROLLS     ,1 ,0.45,VAT 5%                                            ,0.475
FOOD                          ,CHOCOLATES                    ,0100028105,310287    ,JAWAD COLD STORE,2695.0043           ,6084010558304       ,ASSORTED GRISBI               ,NONE                                    ,PCS,1,150G        ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100028353,310287    ,JAWAD COLD STORE,0900.0177           ,5413548280585       ,KINDER SCHOKO BON T2          ,NONE                                    ,PCS,1,200 GM      ,1 ,1.55,VAT 5%                                            ,1.630
FOOD                          ,CHOCOLATES                    ,0100028487,310287    ,JAWAD COLD STORE,034000609314        ,034000609314        ,HERSHEY CREAMY MILK           ,NONE                                    ,PCS,1,50G         ,1 ,0.375,VAT 5%                                            ,0.395
FOOD                          ,CHOCOLATES                    ,0100028488,310287    ,JAWAD COLD STORE,7610046000228       ,7610046000228       ,KAGI HAZELNUT                 ,NONE                                    ,PCS,1,25G         ,1 ,0.25,VAT 5%                                            ,0.265
FOOD                          ,CHOCOLATES                    ,0100028495,310287    ,JAWAD COLD STORE,1677.0013           ,8003440963210       ,POCKET BOTTLES JUICE          ,NONE                                    ,PCS,1,12DRAGEES   ,1 ,0.5,VAT 5%                                            ,0.525
FOOD                          ,CHOCOLATES                    ,0100028500,310287    ,JAWAD COLD STORE,1677.0014           ,8003440963234       ,POCKET BOTTLES PURE           ,NONE                                    ,PCS,1,24GM        ,1 ,0.5,VAT 5%                                            ,0.525
FOOD                          ,CHOCOLATES                    ,0100028539,310287    ,JAWAD COLD STORE,2577.0050           ,7610046001690       ,CHOCO MINI                    ,NONE                                    ,PCS,1,165GM       ,1 ,1.2,VAT 5%                                            ,1.260
FOOD                          ,CHOCOLATES                    ,0100028540,310287    ,JAWAD COLD STORE,1120.0051           ,5410976069010       ,SEA SHELLS GIFT WRAP          ,NONE                                    ,PCS,1,250GM       ,1 ,4.575,VAT 5%                                            ,4.805
FOOD                          ,CHOCOLATES                    ,0100028674,310287    ,JAWAD COLD STORE,0122.0015           ,041770056804        ,ALMOND ROCCA 284G             ,NONE                                    ,PCS,1,284 GM      ,1 ,3.05,VAT 5%                                            ,3.205
FOOD                          ,CHOCOLATES                    ,0100029069,310287    ,JAWAD COLD STORE,1192.0150           ,6942836703363       ,HERSHEYS KISSES CREA          ,                                        ,PCS,1,1X146 GM    ,1 ,1.5,VAT 5%                                            ,1.575
FOOD                          ,CHOCOLATES                    ,0100029556,310287    ,JAWAD COLD STORE,3094.0006           ,9044400841000       ,BLISTER 1+3FROZEN             ,NONE                                    ,PCS,1,25.5G       ,1 ,0.6,VAT 5%                                            ,0.630
FOOD                          ,CHOCOLATES                    ,0100029563,310287    ,JAWAD COLD STORE,9009.0085           ,8003440981900       ,MENTOS ENVELOPE SPEA          ,NONE                                    ,PCS,1,12*33.6     ,1 ,0.5,VAT 5%                                            ,0.525
FOOD                          ,CHOCOLATES                    ,0100029865,310287    ,JAWAD COLD STORE,80792093            ,80792093            ,MENTOS PURE FRESH             ,NONE                                    ,PCS,1,12'S        ,1 ,0.5,VAT 5%                                            ,0.525
FOOD                          ,CHOCOLATES                    ,0100030568,310287    ,JAWAD COLD STORE,0900.0210           ,80883272            ,TIC TAC STRAWBERRY            ,NONE                                    ,PCS,1,1           ,1 ,0.15,VAT 5%                                            ,0.160
FOOD                          ,CHOCOLATES                    ,0100030792,310287    ,JAWAD COLD STORE,1192-0033           ,034000132010        ,MILK CHOCOLATE KISSE          ,NONE                                    ,PCS,1,226G        ,1 ,2.025,VAT 5%                                            ,2.125
FOOD                          ,CHOCOLATES                    ,0100030793,310287    ,JAWAD COLD STORE,1192-0017           ,034000132294        ,MILK CHOCOLATE WITH           ,NONE                                    ,PCS,1,226G        ,1 ,2.025,VAT 5%                                            ,2.125
FOOD                          ,CHOCOLATES                    ,0100030794,310287    ,JAWAD COLD STORE,1192-0261           ,034000109227        ,REESES NUT BAR                ,NONE                                    ,PCS,1,47GM        ,1 ,0.35,VAT 5%                                            ,0.370
FOOD                          ,CHOCOLATES                    ,0100030925,310287    ,JAWAD COLD STORE,034000723676        ,034000723676        ,I B MINT COOL MINT 4          ,NONE                                    ,PCS,1,42GM        ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100031024,310287    ,JAWAD COLD STORE,6942836703264       ,6942836703264       ,HERSHEYS KISSES MILK          ,                                        ,PCS,1,280 GM      ,1 ,2.45,VAT 5%                                            ,2.575
FOOD                          ,CHOCOLATES                    ,0100031246,310287    ,JAWAD COLD STORE,1192.0306           ,03423909            ,HERSHEYS COOKIES N C          ,NONE                                    ,PCS,1,43GM        ,1 ,0.3,VAT 5%                                            ,0.315
FOOD                          ,CHOCOLATES                    ,0100031413,310287    ,JAWAD COLD STORE,1192.0341           ,6942836713010       ,HERSHEY KISSES CREAM          ,NONE                                    ,PCS,1,150G        ,1 ,1.5,VAT 5%                                            ,1.575
FOOD                          ,CHOCOLATES                    ,0100031780,310287    ,JAWAD COLD STORE,1192.0025           ,034000148332        ,HERSHEYS SEMI SWT CH          ,NONE                                    ,PCS,1,12Z         ,1 ,1.75,VAT 5%                                            ,1.840
FOOD                          ,CHOCOLATES                    ,0100031781,310287    ,JAWAD COLD STORE,1192.0032           ,034000146031        ,HERSHEYS MLK CHOC BA          ,NONE                                    ,PCS,1,11.5Z       ,1 ,1.75,VAT 5%                                            ,1.840
FOOD                          ,CHOCOLATES                    ,0100031783,310287    ,JAWAD COLD STORE,1192.0237           ,6942836706432       ,HERSHEYS NUGGETS COO          ,NONE                                    ,PCS,1,28G         ,1 ,0.25,VAT 5%                                            ,0.265
FOOD                          ,CHOCOLATES                    ,0100032256,310287    ,JAWAD COLD STORE,8000500253687       ,8000500253687       ,KINDER BUENO MINI PR,NONE                                    ,PCS,1,108G        ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100032279,310287    ,JAWAD COLD STORE,1120.0031           ,5410976539124       ,GUYLIAN LA TRUFFLINA          ,NONE                                    ,PCS,1,180GMS      ,1 ,3.8,VAT 5%                                            ,3.990
FOOD                          ,CHOCOLATES                    ,0100032280,310287    ,JAWAD COLD STORE,1120.0016           ,5410976619017       ,GUYLIAN LE GOURMET            ,NONE                                    ,PCS,1,180GMS      ,1 ,3.8,VAT 5%                                            ,3.990
FOOD                          ,CHOCOLATES                    ,0100032281,310287    ,JAWAD COLD STORE,1192.0232           ,6942836706210       ,HERSHEYS DROP ALMOND          ,NONE                                    ,PCS,1,60GMS       ,1 ,0.975,VAT 5%                                            ,1.025
FOOD                          ,CHOCOLATES                    ,0100032282,310287    ,JAWAD COLD STORE,2577.0041           ,7610046000303       ,KAGI DARK                     ,NONE                                    ,PCS,1,25G         ,1 ,0.25,VAT 5%                                            ,0.265
FOOD                          ,CHOCOLATES                    ,0100032496,310287    ,JAWAD COLD STORE,8000500260487       ,8000500260487       ,KINDER SCHOKO BONS C          ,KINDER                                  ,PCS,1,174 GM      ,1 ,1.7,VAT 5%                                            ,1.785
FOOD                          ,CHOCOLATES                    ,0100032560,310287    ,JAWAD COLD STORE,1192.0300           ,034000405688        ,REESES PEANUT BUTTER          ,NONE                                    ,PCS,1,4.4OZ       ,1 ,1,VAT 5%                                            ,1.050
FOOD                          ,CHOCOLATES                    ,0100033077,310287    ,JAWAD COLD STORE,8000350004071       ,8000350003043       ,VICENZI MINI SNACK P          ,NONE                                    ,PCS,1,25GM        ,1 ,0.2,VAT 5%                                            ,0.210
FOOD                          ,CHOCOLATES                    ,0100033078,310287    ,JAWAD COLD STORE,800350004033        ,8000350003029       ,VICENZI MINI SNACK H          ,NONE                                    ,PCS,1,25GM        ,1 ,0.2,VAT 5%                                            ,0.210
FOOD                          ,CHOCOLATES                    ,0100009046,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10144               ,8000380001446       ,LOACKER LOACK B/100G,LOACKER                                 ,PCS,1,100 GM      ,1 ,2.14,VAT 5%                                            ,2.245
FOOD                          ,CHOCOLATES                    ,0100009047,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10142               ,8000380001422       ,LOACKR LOACK TIN 250          ,LOACKER                                 ,PCS,1,250 GM      ,1 ,3.355,VAT 5%                                            ,3.525
FOOD                          ,CHOCOLATES                    ,0100009049,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12005               ,8000380001385       ,LKR LCKINI 30X9Gm             ,LOACKER                                 ,BOX,30,30 x 9 gm   ,3 ,2.3,VAT 5%                                            ,2.415
FOOD                          ,CHOCOLATES                    ,0100009049,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12005               ,80000051            ,LOACKER LOACKINI 9GM          ,LOACKER                                 ,PCS,1,9 GM        ,1 ,0.1,VAT 5%                                            ,0.105
FOOD                          ,CHOCOLATES                    ,0100009049,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12005               ,8000380100057       ,LKR LCKINI 100x9Gm            ,LOACKER                                 ,PKT,100,100 X 9GM   ,4 ,7.995,VAT 5%                                            ,8.395
FOOD                          ,CHOCOLATES                    ,0100009050,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12186               ,8000380101863       ,LCKR B/GRNO 20x30G            ,LOACKER                                 ,BOX,20,20x30 GM    ,3 ,2.15,VAT 5%                                            ,2.260
FOOD                          ,CHOCOLATES                    ,0100009050,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12186               ,80645344            ,LOACKER B/GIORNO 30G          ,LOACKER                                 ,PCS,1,30 GM       ,1 ,0.115,VAT 5%                                            ,0.120
FOOD                          ,CHOCOLATES                    ,0100009056,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10604               ,8000380106028       ,LKR TORTINA 6x21GM,LOACKER                                 ,PCS,1,6 x 21GM    ,1 ,2.25,VAT 5%                                            ,2.365
FOOD                          ,CHOCOLATES                    ,0100009063,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12602               ,8000380096022       ,LOKER TRTINA 24X21G           ,LOACKER                                 ,CTN,24,24X21 GM    ,2 ,8.5,VAT 5%                                            ,8.925
FOOD                          ,CHOCOLATES                    ,0100009063,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12602               ,80001027            ,LOACKER TORTINA 21G,LOACKER                                 ,PCS,1,21 GM       ,1 ,0.375,VAT 5%                                            ,0.395
FOOD                          ,CHOCOLATES                    ,0100009064,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10591               ,8000380005918       ,LOACKER QDRTNI 125GM,LOACKER                                 ,PCS,1,125 GM      ,1 ,1.1,VAT 5%                                            ,1.155
FOOD                          ,CHOCOLATES                    ,0100009067,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10592               ,8000380005925       ,LOKER QDRT CCNT 125G,LOACKER                                 ,PCS,1,125 GM      ,1 ,1.1,VAT 5%                                            ,1.155
FOOD                          ,CHOCOLATES                    ,0100009077,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10594               ,8000380005949       ,LOKER QDRATN VNL 125,LOACKER                                 ,PCS,1,125 GM      ,1 ,1.1,VAT 5%                                            ,1.155
FOOD                          ,CHOCOLATES                    ,0100009079,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10596               ,8000380005963       ,LOKER QDRATN KKO 125,LOACKER                                 ,PCS,1,125 GM      ,1 ,1.1,VAT 5%                                            ,1.155
FOOD                          ,CHOCOLATES                    ,0100009082,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10491               ,8000380004911       ,LOKER NPOLITANR 250G,LOACKER                                 ,PCS,1,250 GM      ,1 ,1.6,VAT 5%                                            ,1.680
FOOD                          ,CHOCOLATES                    ,0100009084,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10494               ,8000380004942       ,LOKER QDRT VNLA 250G          ,LOACKER                                 ,PCS,1,250 GM      ,1 ,1.6,VAT 5%                                            ,1.680
FOOD                          ,CHOCOLATES                    ,0100009086,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10496               ,8000380004966       ,LOKER QDRATN KKO 250,LOACKER                                 ,PCS,1,250 GM      ,1 ,1.6,VAT 5%                                            ,1.680
FOOD                          ,CHOCOLATES                    ,0100009087,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10436               ,8000380004669       ,LOACKER CACAO 200G            ,LOACKER                                 ,PCS,1,200 GM      ,1 ,1.45,VAT 5%                                            ,1.525
FOOD                          ,CHOCOLATES                    ,0100009089,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10437               ,8000380004676       ,LOACKER CACAO 200G            ,LOACKER                                 ,PCS,1,200 GM      ,1 ,1.45,VAT 5%                                            ,1.525
FOOD                          ,CHOCOLATES                    ,0100009092,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12121               ,8000380101214       ,LOKER NPLTNR 25X45G           ,LOACKER                                 ,CTN,25,25x45 GM    ,2 ,7.2,VAT 5%                                            ,7.560
FOOD                          ,CHOCOLATES                    ,0100009092,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12121               ,80001218            ,LOKER NAPOLITANR 45G          ,LOACKER                                 ,PCS,1,45 GM       ,1 ,0.3,VAT 5%                                            ,0.315
FOOD                          ,CHOCOLATES                    ,0100009094,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12122               ,8000380101221       ,LOKER COCO 25X45G             ,LOACKER                                 ,BOX,25,25X45 GM    ,3 ,7.2,VAT 5%                                            ,7.560
FOOD                          ,CHOCOLATES                    ,0100009094,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12122               ,80641803            ,LOACKER COCO 45G              ,LOACKER                                 ,PCS,1,45 GM       ,1 ,0.3,VAT 5%                                            ,0.315
FOOD                          ,CHOCOLATES                    ,0100009095,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12124               ,8000380101245       ,LOKER VANILLA 25X45G          ,LOACKER                                 ,CTN,25,25x45 GM    ,2 ,7.2,VAT 5%                                            ,7.560
FOOD                          ,CHOCOLATES                    ,0100009095,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12124               ,80001249            ,LOACKER VANILLA 45G           ,LOACKER                                 ,PCS,1,45 GM       ,1 ,0.3,VAT 5%                                            ,0.315
FOOD                          ,CHOCOLATES                    ,0100009099,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12126               ,8000380101269       ,LOACKER CRMKAKAO 45G          ,LOACKER                                 ,BOX,25,25X45 GM    ,2 ,6.5,VAT 5%                                            ,6.825
FOOD                          ,CHOCOLATES                    ,0100009099,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12126               ,80001263            ,LOACKER CRMKAKAO 45G          ,LOACKER                                 ,PCS,1,45 GM       ,1 ,0.3,VAT 5%                                            ,0.315
FOOD                          ,CHOCOLATES                    ,0100009099,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12126               ,8000380009169       ,LOACKER CRMKAKAO 45G          ,LOACKER                                 ,PRO,5,5X45GM      ,3 ,0.875,VAT 5%                                            ,0.920
FOOD                          ,CHOCOLATES                    ,0100009101,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12127               ,8000380101276       ,LOKER MILK 25X45G             ,LOACKER                                 ,CTN,300,12X25x45 GM ,2 ,3.85,VAT 5%                                            ,4.045
FOOD                          ,CHOCOLATES                    ,0100009101,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12127               ,80001270            ,LOACKER MILK 45G              ,LOACKER                                 ,PCS,1,45 GM       ,1 ,0.3,VAT 5%                                            ,0.315
FOOD                          ,CHOCOLATES                    ,0100009122,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12128               ,8000380101283       ,LOACKER GRDNA 25X38G          ,LOACKER                                 ,BOX,25,25X38GM     ,3 ,7.2,VAT 5%                                            ,7.560
FOOD                          ,CHOCOLATES                    ,0100009122,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12128               ,80001287            ,LOACKER GARDENA 38G           ,LOACKER                                 ,PCS,1,38 GM       ,1 ,0.325,VAT 5%                                            ,0.340
FOOD                          ,CHOCOLATES                    ,0100009124,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10731               ,8000380007219       ,LOACKER NPLTNR 175GM,LOACKER                                 ,PCS,1,175 GM      ,1 ,1.25,VAT 5%                                            ,1.315
FOOD                          ,CHOCOLATES                    ,0100009126,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10736               ,8000380007264       ,LOACKER CRMKKAO 170G,LOACKER                                 ,PCS,1,175 GM      ,1 ,1.15,VAT 5%                                            ,1.210
FOOD                          ,CHOCOLATES                    ,0100009128,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10551               ,8000380005512       ,LOACKER NOISETTE 75G          ,LOACKER                                 ,PCS,1,75 GM       ,1 ,0.575,VAT 5%                                            ,0.605
FOOD                          ,CHOCOLATES                    ,0100009131,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10556               ,8000380005567       ,LOACKER CACAO 75GM,LOACKER                                 ,PCS,1,75 GM       ,1 ,0.65,VAT 5%                                            ,0.685
FOOD                          ,CHOCOLATES                    ,0100009132,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10557               ,8000380005574       ,LOKER MILK VNLA 75G           ,LOACKER                                 ,PCS,1,75 GM       ,1 ,0.575,VAT 5%                                            ,0.605
FOOD                          ,CHOCOLATES                    ,0100009133,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10729               ,8000380007295       ,LOACKER CHOCOLT 75GM          ,LOACKER                                 ,PCS,1,145 GM      ,1 ,0.575,VAT 5%                                            ,0.605
FOOD                          ,CHOCOLATES                    ,0100009135,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10725               ,8000380007257       ,LOACKER GARDNA 200GM          ,LOACKER                                 ,PCS,1,200 GM      ,1 ,1.65,VAT 5%                                            ,1.735
FOOD                          ,CHOCOLATES                    ,0100009137,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10372               ,8000380003723       ,LOKER PAT NOIST 100G          ,LOACKER                                 ,PCS,1,100 GM      ,1 ,1.35,VAT 5%                                            ,1.420
FOOD                          ,CHOCOLATES                    ,0100009138,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10375               ,8000380003754       ,LOKER PATS CPCN 100G          ,LOACKER                                 ,PCS,1,100 GM      ,1 ,1.35,VAT 5%                                            ,1.420
FOOD                          ,CHOCOLATES                    ,0100009140,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10376               ,8000380003761       ,LOKER PATS CCNT 100G          ,LOACKER                                 ,PCS,1,100 GM      ,1 ,1.35,VAT 5%                                            ,1.420
FOOD                          ,CHOCOLATES                    ,0100009157,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10611               ,8000380006113       ,LOACKER MAX NAP 340G          ,LOACKER                                 ,PCS,1,340 GM      ,1 ,1.125,VAT 5%                                            ,1.180
FOOD                          ,CHOCOLATES                    ,0100009162,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10616               ,8000380006168       ,MAXI CREMKAKAO 340G           ,LOACKER                                 ,PCS,1,340 GM      ,1 ,1.125,VAT 5%                                            ,1.180
FOOD                          ,CHOCOLATES                    ,0100009164,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10234               ,8000380000388       ,MAXI TORTINA BOX 90G,LOACKER                                 ,PCS,1,90 GM       ,1 ,2.2,VAT 5%                                            ,2.310
FOOD                          ,CHOCOLATES                    ,0100009166,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10488               ,8000380004881       ,LOA QUAD 220G TRMISU          ,LOACKER                                 ,PCS,1,220 GM      ,1 ,1.55,VAT 5%                                            ,1.630
FOOD                          ,CHOCOLATES                    ,0100009168,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10487               ,8000380004874       ,LOA QUAD 220G CAPCNO          ,LOACKER                                 ,PCS,1,220 GM      ,1 ,0.8,VAT 5%                                            ,0.840
FOOD                          ,CHOCOLATES                    ,0100009169,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,10485               ,8000380004850       ,LOA QUAD 220G AMARTO          ,LOACKER                                 ,PCS,1,220 GM      ,1 ,0.8,VAT 5%                                            ,0.840
FOOD                          ,CHOCOLATES                    ,0100009172,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12184               ,8000380101849       ,LOA CHP CH 30 X20G            ,LOACKER                                 ,CTN,360,12X30x20 GM ,2 ,4.125,VAT 5%                                            ,4.330
FOOD                          ,CHOCOLATES                    ,0100009172,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12184               ,80001416            ,LOA CHIP CHOC 20G             ,LOACKER                                 ,PCS,1,20 GM       ,1 ,0.15,VAT 5%                                            ,0.160
FOOD                          ,CHOCOLATES                    ,0100009186,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12216               ,8000380102167       ,LOA CACAO 25X30G              ,LOACKER                                 ,CTN,300,12x25x30 GM ,2 ,3.5,VAT 5%                                            ,3.675
FOOD                          ,CHOCOLATES                    ,0100009186,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12216               ,80001355            ,LOA CACAO 30G                 ,LOACKER                                 ,PCS,1,30 GM       ,1 ,0.125,VAT 5%                                            ,0.130
FOOD                          ,CHOCOLATES                    ,0100009187,310294    ,KHALIL ALI AKBAR LARI Co. W.L.L.,12217               ,8000380102174       ,LOA MILK VAN 25X30G           ,LOACKER                                 ,CTN,300,300X25 GM   ,2 ,3.5,VAT 5%                                            ,3.675
