GROUP,SUB GROUP,PROD ID,SUPPLIER,Supplier name,REFFERENCE,BARCODE,potato,BRAND,PACK ID,UMUNIT,PACKING,PRICE LEV,RETAIL,TAX,TAX RETAIL
VEGETABLES                    ,VEGETABLES                    ,0100012181,369493    ,NARJIS ALI ABDULLA,310067              ,310067              ,POTATO / BOX                  ,NONE                                    ,PCS,1,BOX         ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012182,369493    ,NARJIS ALI ABDULLA,310068              ,310068              ,PUMKIN SMALL / KG             ,NONE                                    ,PCS,1,KG          ,1 ,1,VAT 5%                                            ,1.050
VEGETABLES                    ,VEGETABLES                    ,0100012183,369493    ,NARJIS ALI ABDULLA,310069              ,310069              ,SALAD LEAVES  / PCS           ,NONE                                    ,PCS,1,PCS         ,1 ,0.15,VAT 5%                                            ,0.160
VEGETABLES                    ,VEGETABLES                    ,0100012184,369493    ,NARJIS ALI ABDULLA,310070              ,310070              ,SALAD LEAVES  / PCS           ,NONE                                    ,PCS,1,PCS         ,1 ,0.25,VAT 5%                                            ,0.265
VEGETABLES                    ,VEGETABLES                    ,0100012185,369493    ,NARJIS ALI ABDULLA,310071              ,310071              ,SPRING ONION  / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0.35,VAT 5%                                            ,0.370
VEGETABLES                    ,VEGETABLES                    ,0100012186,369493    ,NARJIS ALI ABDULLA,310072              ,310072              ,SWEET POTATO / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0.65,VAT 5%                                            ,0.685
VEGETABLES                    ,VEGETABLES                    ,0100012187,369493    ,NARJIS ALI ABDULLA,310073              ,310073              ,TOMATO / KG                   ,NONE                                    ,PCS,1,KG          ,1 ,1,VAT 5%                                            ,1.050
VEGETABLES                    ,VEGETABLES                    ,0100012188,369493    ,NARJIS ALI ABDULLA,310074              ,310074              ,SALAD LEAVES  / PCS           ,NONE                                    ,PCS,1,PCS         ,1 ,0.35,VAT 5%                                            ,0.370
VEGETABLES                    ,VEGETABLES                    ,0100012189,369493    ,NARJIS ALI ABDULLA,310075              ,310075              ,ONION BAG                     ,NONE                                    ,PCS,1,BAG         ,1 ,0.65,VAT 5%                                            ,0.685
VEGETABLES                    ,VEGETABLES                    ,0100012190,369493    ,NARJIS ALI ABDULLA,310076              ,310076              ,SWEET TAMARIND                ,NONE                                    ,PCS,1,1PC         ,1 ,1.1,VAT 5%                                            ,1.155
VEGETABLES                    ,VEGETABLES                    ,0100012191,369493    ,NARJIS ALI ABDULLA,310077              ,310077              ,APRICOT 1 KG                  ,NONE                                    ,PCS,1,GRM         ,1 ,1.5,VAT 5%                                            ,1.575
VEGETABLES                    ,VEGETABLES                    ,0100012193,369493    ,NARJIS ALI ABDULLA,310079              ,310079              ,CHIKKOO / KG                  ,NONE                                    ,PCS,1,KG          ,1 ,1.2,VAT 5%                                            ,1.260
VEGETABLES                    ,VEGETABLES                    ,0100012194,369493    ,NARJIS ALI ABDULLA,310080              ,310080              ,KOOSA / KG                    ,NONE                                    ,PCS,1,KG          ,1 ,1,VAT 5%                                            ,1.050
VEGETABLES                    ,VEGETABLES                    ,0100012195,369493    ,NARJIS ALI ABDULLA,310081              ,310081              ,LEMON S/A  / KG               ,NONE                                    ,PCS,1,KG          ,1 ,1.2,VAT 5%                                            ,1.260
VEGETABLES                    ,VEGETABLES                    ,0100012196,369493    ,NARJIS ALI ABDULLA,310082              ,310082              ,LETTUCE LONG  / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0.7,VAT 5%                                            ,0.735
VEGETABLES                    ,VEGETABLES                    ,0100012197,369493    ,NARJIS ALI ABDULLA,310083              ,310083              ,LETTUCE ROUND  / KG           ,NONE                                    ,PCS,1,KG          ,1 ,2,VAT 5%                                            ,2.100
VEGETABLES                    ,VEGETABLES                    ,0100012198,369493    ,NARJIS ALI ABDULLA,310084              ,310084              ,LIME GREEN BAG  / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.95,VAT 5%                                            ,1.000
VEGETABLES                    ,VEGETABLES                    ,0100012199,369493    ,NARJIS ALI ABDULLA,310085              ,310085              ,LIME SEEDLS BAG  /KG          ,NONE                                    ,PCS,1,KG          ,1 ,1.2,VAT 5%                                            ,1.260
VEGETABLES                    ,VEGETABLES                    ,0100012200,369493    ,NARJIS ALI ABDULLA,310086              ,310086              ,MATTAR GRN PEAS / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012201,369493    ,NARJIS ALI ABDULLA,310087              ,310087              ,ONION BAG IND BIG/KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.3,VAT 5%                                            ,0.315
VEGETABLES                    ,VEGETABLES                    ,0100012202,369493    ,NARJIS ALI ABDULLA,310088              ,310088              ,ONION BAG MEDIUM /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012203,369493    ,NARJIS ALI ABDULLA,310089              ,310089              ,ONION BAG SMALL / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.6,VAT 5%                                            ,0.630
VEGETABLES                    ,VEGETABLES                    ,0100012204,369493    ,NARJIS ALI ABDULLA,310090              ,310090              ,ONION WHITE / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0.55,VAT 5%                                            ,0.580
VEGETABLES                    ,VEGETABLES                    ,0100012205,369493    ,NARJIS ALI ABDULLA,310091              ,310091              ,PINEAPPLE IN PLATE            ,NONE                                    ,PCS,1,KG          ,1 ,0.6,VAT 5%                                            ,0.630
VEGETABLES                    ,VEGETABLES                    ,0100012206,369493    ,NARJIS ALI ABDULLA,310092              ,310092              ,POTATO BAG  / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0.5,VAT 5%                                            ,0.525
VEGETABLES                    ,VEGETABLES                    ,0100012207,369493    ,NARJIS ALI ABDULLA,310093              ,310093              ,POTATO BIG 20KG  /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.5,VAT 5%                                            ,0.525
VEGETABLES                    ,VEGETABLES                    ,0100012209,369493    ,NARJIS ALI ABDULLA,310095              ,310095              ,PUMKIN SMALL / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0.6,VAT 5%                                            ,0.630
VEGETABLES                    ,VEGETABLES                    ,0100012210,369493    ,NARJIS ALI ABDULLA,310096              ,310096              ,PUMKIN YELLOW / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0.6,VAT 5%                                            ,0.630
VEGETABLES                    ,VEGETABLES                    ,0100012211,369493    ,NARJIS ALI ABDULLA,310097              ,310097              ,SWEET POTATO / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0.7,VAT 5%                                            ,0.735
VEGETABLES                    ,VEGETABLES                    ,0100012212,369493    ,NARJIS ALI ABDULLA,310098              ,310098              ,TARMARIND SWEET / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.7,VAT 5%                                            ,0.735
VEGETABLES                    ,VEGETABLES                    ,0100012213,369493    ,NARJIS ALI ABDULLA,310099              ,310099              ,TOMATO JOR / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0.35,VAT 5%                                            ,0.370
VEGETABLES                    ,VEGETABLES                    ,0100012214,369493    ,NARJIS ALI ABDULLA,310100              ,310100              ,ARVY BIG / KG                 ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012215,369493    ,NARJIS ALI ABDULLA,310101              ,310101              ,ARVY SMALL / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012216,369493    ,NARJIS ALI ABDULLA,310102              ,310102              ,BANANA GREEN / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012217,369493    ,NARJIS ALI ABDULLA,310103              ,310103              ,BANANA IND BIG / KG           ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012218,369493    ,NARJIS ALI ABDULLA,310104              ,310104              ,BANANA INDN SM / KG           ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012219,369493    ,NARJIS ALI ABDULLA,310105              ,310105              ,BINDI INDIAN / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100012220,369493    ,NARJIS ALI ABDULLA,310106              ,310106              ,CHICKOO INDIA / KG            ,NONE                                    ,PCS,1,KG          ,1 ,1.2,VAT 5%                                            ,1.260
VEGETABLES                    ,VEGETABLES                    ,0100012221,369493    ,NARJIS ALI ABDULLA,310107              ,310107              ,CHILLE SMALL GRN /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100012222,369493    ,NARJIS ALI ABDULLA,310108              ,310108              ,CURRY LEAVES /KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012223,369493    ,NARJIS ALI ABDULLA,310109              ,310109              ,DRUM STICK IND / KG           ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012224,369493    ,NARJIS ALI ABDULLA,310110              ,310110              ,GREEN BEANS IND / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100012225,369493    ,NARJIS ALI ABDULLA,310111              ,310111              ,GREEN MANGO IND / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.8,VAT 5%                                            ,0.840
VEGETABLES                    ,VEGETABLES                    ,0100012226,369493    ,NARJIS ALI ABDULLA,310112              ,310112              ,GREEN PAPPAYA / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012227,369493    ,NARJIS ALI ABDULLA,310113              ,310113              ,GUARFALLI / KG                ,NONE                                    ,PCS,1,KG          ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100012228,369493    ,NARJIS ALI ABDULLA,310114              ,310114              ,JACKFRUITS INDIA /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012229,369493    ,NARJIS ALI ABDULLA,310115              ,310115              ,KOHI PADAVAL / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012230,369493    ,NARJIS ALI ABDULLA,310116              ,310116              ,ONION SMALL / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012231,369493    ,NARJIS ALI ABDULLA,310117              ,310117              ,PANI PADAVAL / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012232,369493    ,NARJIS ALI ABDULLA,310118              ,310118              ,PAPAYA INDIAN / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012233,369493    ,NARJIS ALI ABDULLA,310119              ,310119              ,PINE APL IND/SRI /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012234,369493    ,NARJIS ALI ABDULLA,310120              ,310120              ,TENDER COCONUT / KG           ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012235,369493    ,NARJIS ALI ABDULLA,310121              ,310121              ,TINDA / KG                    ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012236,369493    ,NARJIS ALI ABDULLA,310122              ,310122              ,TINDALY (COVAKA) /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012237,369493    ,NARJIS ALI ABDULLA,310123              ,310123              ,TOPIACA (KAPPA) / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012238,369493    ,NARJIS ALI ABDULLA,310124              ,310124              ,VELLARY / KG                  ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012239,369493    ,NARJIS ALI ABDULLA,310125              ,310125              ,YAM / KG                      ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012240,369493    ,NARJIS ALI ABDULLA,310126              ,310126              ,YOUNG COCONUT / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0.75,VAT 5%                                            ,0.790
VEGETABLES                    ,VEGETABLES                    ,0100012241,369493    ,NARJIS ALI ABDULLA,310127              ,310127              ,BANGAL LEAVES / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012242,369493    ,NARJIS ALI ABDULLA,310128              ,310128              ,BARBEER / KG                  ,NONE                                    ,PCS,1,KG          ,1 ,0.1,VAT 5%                                            ,0.105
VEGETABLES                    ,VEGETABLES                    ,0100012244,369493    ,NARJIS ALI ABDULLA,310130              ,310130              ,MATHI LEAVES / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012245,369493    ,NARJIS ALI ABDULLA,310131              ,310131              ,MINT LEAVES / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012246,369493    ,NARJIS ALI ABDULLA,310132              ,310132              ,PALAK LOCAL / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012247,369493    ,NARJIS ALI ABDULLA,310133              ,310133              ,PARSLY / KG                   ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012248,369493    ,NARJIS ALI ABDULLA,310134              ,310134              ,REDDISH RED / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012249,369493    ,NARJIS ALI ABDULLA,310135              ,310135              ,REDDISH WHITE / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012250,369493    ,NARJIS ALI ABDULLA,310136              ,310136              ,RUWAIT / KG                   ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012251,369493    ,NARJIS ALI ABDULLA,310137              ,310137              ,SPINT / KG                    ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012252,369493    ,NARJIS ALI ABDULLA,310138              ,310138              ,SPRING ONION / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0.25,VAT 5%                                            ,0.265
VEGETABLES                    ,VEGETABLES                    ,0100012253,369493    ,NARJIS ALI ABDULLA,310139              ,310139              ,DATES FRESH / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012254,369493    ,NARJIS ALI ABDULLA,310140              ,310140              ,BABY CORN / KG                ,NONE                                    ,PCS,1,KG          ,1 ,0.4,VAT 5%                                            ,0.420
VEGETABLES                    ,VEGETABLES                    ,0100012255,369493    ,NARJIS ALI ABDULLA,310141              ,310141              ,CHILLI GREEN / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012256,369493    ,NARJIS ALI ABDULLA,310142              ,310142              ,CHILLI RED / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012257,369493    ,NARJIS ALI ABDULLA,310143              ,310143              ,DRAGON FRUIT / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012258,369493    ,NARJIS ALI ABDULLA,310144              ,310144              ,GUAFA / KG                    ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012260,369493    ,NARJIS ALI ABDULLA,310145              ,310145              ,LONGAN / KG                   ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012261,369493    ,NARJIS ALI ABDULLA,310146              ,310146              ,LONGANEESE / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012262,369493    ,NARJIS ALI ABDULLA,310147              ,310147              ,LYCHEE / KG                   ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012263,369493    ,NARJIS ALI ABDULLA,310148              ,310148              ,MANGOSTEEN / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012264,369493    ,NARJIS ALI ABDULLA,310149              ,310149              ,RAMBUTAN / KG                 ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012266,369493    ,NARJIS ALI ABDULLA,310150              ,310150              ,SAPODILLA / KG                ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012267,369493    ,NARJIS ALI ABDULLA,310151              ,310151              ,BROOKLY / KG                  ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012268,369493    ,NARJIS ALI ABDULLA,310152              ,310152              ,CERELY / KG                   ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012269,369493    ,NARJIS ALI ABDULLA,310153              ,310153              ,MUSHROOM / KG                 ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012270,369493    ,NARJIS ALI ABDULLA,310154              ,310154              ,BABY CARROT / KG              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012271,369493    ,NARJIS ALI ABDULLA,310155              ,310155              ,CHERRY TOMATO / KG            ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012272,369493    ,NARJIS ALI ABDULLA,310156              ,310156              ,REDDISH RED HOLL /KG          ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012273,369493    ,NARJIS ALI ABDULLA,310157              ,310157              ,TARMARIND SWEET / KG          ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012275,369493    ,NARJIS ALI ABDULLA,310158              ,310158              ,APRICOT UR / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012276,369493    ,NARJIS ALI ABDULLA,310159              ,310159              ,APRICOT PAK / KG              ,NONE                                    ,PCS,1,KG          ,1 ,1.5,VAT 5%                                            ,1.575
VEGETABLES                    ,VEGETABLES                    ,0100012277,369493    ,NARJIS ALI ABDULLA,310160              ,310160              ,GRAPE MIX BOX                 ,NONE                                    ,PCS,1,KG          ,1 ,0.6,VAT 5%                                            ,0.630
VEGETABLES                    ,VEGETABLES                    ,0100012279,369493    ,NARJIS ALI ABDULLA,310161              ,310161              ,NECTARINE RED  / KG           ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012280,369493    ,NARJIS ALI ABDULLA,310162              ,310162              ,PEARS SALLA  / KG             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012282,369493    ,NARJIS ALI ABDULLA,310164              ,310164              ,RED PLUMS  / KG               ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012921,369493    ,NARJIS ALI ABDULLA,319999              ,319999              ,FRESH VEG&FRUITS              ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100012922,369493    ,NARJIS ALI ABDULLA,319998              ,319998              ,FRESH VEG& FRUITS             ,NONE                                    ,PCS,1,KG          ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100014086,369493    ,NARJIS ALI ABDULLA,310175              ,310175              ,GIRGEER                       ,NONE                                    ,KG ,1,PCS         ,1 ,0.075,VAT 5%                                            ,0.080
VEGETABLES                    ,VEGETABLES                    ,0100014475,369493    ,NARJIS ALI ABDULLA,310176              ,310176              ,KARELA/KG                     ,NONE                                    ,PCS,1,PCS         ,1 ,0.7,VAT 5%                                            ,0.735
VEGETABLES                    ,VEGETABLES                    ,0100014768,369493    ,NARJIS ALI ABDULLA,310177              ,310177              ,TINDA /KG                     ,NONE                                    ,PCS,1,KG          ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100295531,369493    ,NARJIS ALI ABDULLA,3100601             ,3100601             ,FRUITS & VEGETABLES KG,                                        ,PCS,1,KG          ,1 ,0.95,VAT 0%                                            ,0.950
VEGETABLES                    ,VEGETABLES                    ,0100295532,369493    ,NARJIS ALI ABDULLA,3100602             ,3100602             ,FRUITS & VEGETABLES,                                        ,PCS,1,KG          ,1 ,0.5,VAT 0%                                            ,0.500
VEGETABLES                    ,VEGETABLES                    ,0100295533,369493    ,NARJIS ALI ABDULLA,3100603             ,3100603             ,EGGS,                                        ,PCS,1,KG          ,1 ,0.525,VAT 0%                                            ,0.525
VEGETABLES                    ,VEGETABLES                    ,0100297454,369493    ,NARJIS ALI ABDULLA,3100604             ,3100604             ,COCONUT,NONE                                    ,PCS,1,PCS         ,1 ,0.3,VAT 5%                                            ,0.315
VEGETABLES                    ,VEGETABLES                    ,0100297455,369493    ,NARJIS ALI ABDULLA,3100605             ,3100605             ,BANANA,NONE                                    ,PCS,1,PCS         ,1 ,0.4,VAT 5%                                            ,0.420
VEGETABLES                    ,VEGETABLES                    ,0100297460,369493    ,NARJIS ALI ABDULLA,3100606             ,3100606             ,INDAIN VGETABLES,NONE                                    ,PCS,1,PCS         ,1 ,0.95,VAT 5%                                            ,1.000
VEGETABLES                    ,VEGETABLES                    ,0100297516,369493    ,NARJIS ALI ABDULLA,3100607             ,3100607             ,Avacado,NONE                                    ,PCS,1,PCS         ,1 ,0.69,VAT 5%                                            ,0.725
VEGETABLES                    ,VEGETABLES                    ,0100297517,369493    ,NARJIS ALI ABDULLA,3100608             ,3100608             ,Baby corn,NONE                                    ,PCS,1,PCS         ,1 ,0.425,VAT 5%                                            ,0.445
VEGETABLES                    ,VEGETABLES                    ,0100297518,369493    ,NARJIS ALI ABDULLA,3100609             ,3100609             ,Baby corn,NONE                                    ,PCS,1,PCS         ,1 ,0.95,VAT 5%                                            ,1.000
VEGETABLES                    ,VEGETABLES                    ,0100297519,369493    ,NARJIS ALI ABDULLA,3100610             ,3100610             ,Cherry,NONE                                    ,PCS,1,PCS         ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100297520,369493    ,NARJIS ALI ABDULLA,3100611             ,3100611             ,blueberry,NONE                                    ,PCS,1,PCS         ,1 ,0,VAT 5%                                            ,0.000
VEGETABLES                    ,VEGETABLES                    ,0100297521,369493    ,NARJIS ALI ABDULLA,3100612             ,3100612             ,Tender coconut,NONE                                    ,PCS,1,PCS         ,1 ,1,VAT 5%                                            ,1.050
VEGETABLES                    ,VEGETABLES                    ,0100297522,369493    ,NARJIS ALI ABDULLA,3100613             ,3100613             ,Dragon fruit,NONE                                    ,PCS,1,PCS         ,1 ,0.85,VAT 5%                                            ,0.895
VEGETABLES                    ,VEGETABLES                    ,0100297523,369493    ,NARJIS ALI ABDULLA,3100614             ,3100614             ,Rambuttan,NONE                                    ,PCS,1,PCS         ,1 ,0.75,VAT 5%                                            ,0.790
